  12.49700,4493.39000,   0.15000
   9.85000, 528.40000,   0.73000
   8.29800, 150.91000,   2.94000
   7.21500,  62.69000,   9.03000
   6.38700,  31.99000,  14.19000
   5.92000,  22.01000,  16.40000
   5.64600,  17.75000,  18.17000
   5.45400,  15.31000,  19.09000
   5.31100,  13.72000,  20.34000
   5.19800,  12.58000,  21.11000
   5.10600,  11.73000,  21.50000
   5.03400,  11.11000,  22.03000
   4.96900,  10.57000,  22.57000
   4.91800,  10.17000,  22.77000
   4.86800,   9.79000,  23.26000
   4.82200,   9.46000,  23.65000
   4.78400,   9.19000,  23.79000
   4.75200,   8.96000,  23.93000
   4.72400,   8.78000,  24.43000
   4.70100,   8.62000,  24.18000
   4.67900,   8.48000,  24.36000
   4.66000,   8.36000,  24.30000
   4.64300,   8.25000,  24.85000
   4.62800,   8.16000,  24.96000
   4.61400,   8.08000,  24.63000
   4.60100,   8.00000,  24.83000
   4.58900,   7.93000,  25.02000
   4.57900,   7.86000,  24.88000
   4.56900,   7.81000,  25.14000
   4.55900,   7.75000,  25.28000
   4.55100,   7.70000,  25.55000
   4.54300,   7.65000,  25.04000
   4.53500,   7.61000,  25.31000
   4.52800,   7.57000,  25.57000
   4.52100,   7.53000,  25.42000
   4.51400,   7.49000,  25.42000
   4.50700,   7.45000,  26.03000
   4.50100,   7.42000,  25.55000
   4.49500,   7.38000,  26.94000
   4.49000,   7.35000,  27.03000
   4.48400,   7.32000,  27.07000
   4.47900,   7.30000,  26.63000
   4.47400,   7.27000,  26.93000
   4.46900,   7.24000,  27.27000
   4.46400,   7.21000,  26.87000
   4.46000,   7.19000,  27.15000
   4.45500,   7.16000,  27.00000
   4.45000,   7.14000,  26.86000
   4.44600,   7.12000,  26.84000
   4.44200,   7.09000,  27.34000
   4.43700,   7.07000,  27.10000
   4.43400,   7.05000,  26.34000
   4.43000,   7.03000,  27.25000
   4.42600,   7.01000,  27.73000
   4.42200,   6.99000,  27.27000
   4.41800,   6.97000,  27.42000
   4.41500,   6.95000,  27.27000
   4.41100,   6.93000,  27.38000
   4.40700,   6.91000,  27.41000
   4.40400,   6.89000,  27.56000
   4.40000,   6.87000,  27.43000
   4.39700,   6.85000,  27.57000
   4.39400,   6.84000,  27.25000
   4.39100,   6.82000,  26.68000
   4.38700,   6.80000,  26.85000
   4.38400,   6.79000,  26.70000
   4.38100,   6.77000,  26.63000
   4.37700,   6.75000,  26.66000
   4.37500,   6.74000,  26.94000
   4.37100,   6.72000,  27.01000
   4.36900,   6.71000,  26.75000
   4.36500,   6.69000,  26.99000
   4.36200,   6.68000,  26.71000
   4.36000,   6.66000,  26.88000
   4.35700,   6.65000,  27.03000
   4.35400,   6.63000,  26.97000
   4.35100,   6.62000,  27.19000
   4.34800,   6.60000,  26.87000
   4.34500,   6.59000,  26.99000
   4.34300,   6.58000,  27.03000
   4.34000,   6.56000,  26.99000
   4.33700,   6.55000,  27.22000
   4.33500,   6.54000,  26.97000
   4.33200,   6.52000,  27.13000
   4.32900,   6.51000,  27.18000
   4.32700,   6.50000,  27.01000
   4.32400,   6.48000,  27.18000
   4.32200,   6.47000,  27.19000
   4.32000,   6.46000,  26.90000
   4.31700,   6.45000,  27.20000
   4.31500,   6.44000,  26.86000
   4.31200,   6.42000,  27.04000
   4.31000,   6.41000,  27.26000
   4.30800,   6.40000,  27.40000
   4.30600,   6.39000,  27.21000
   4.30300,   6.38000,  27.49000
   4.30100,   6.37000,  27.26000
   4.29900,   6.36000,  27.01000
   4.29700,   6.35000,  27.16000
   4.29500,   6.34000,  27.15000
   4.29300,   6.33000,  27.16000
   4.29100,   6.32000,  27.27000
   4.28900,   6.31000,  27.52000
   4.28700,   6.30000,  27.20000
   4.28500,   6.29000,  27.29000
   4.28300,   6.28000,  27.17000
   4.28200,   6.27000,  27.23000
   4.28000,   6.26000,  27.50000
   4.27800,   6.26000,  27.43000
   4.27700,   6.25000,  27.28000
   4.27500,   6.24000,  27.38000
   4.27300,   6.23000,  27.37000
   4.27200,   6.23000,  27.42000
   4.27000,   6.22000,  27.28000
   4.26900,   6.21000,  27.27000
   4.26800,   6.21000,  27.50000
   4.26700,   6.20000,  27.48000
   4.26500,   6.19000,  27.29000
   4.26400,   6.19000,  27.28000
   4.26300,   6.18000,  27.31000
   4.26200,   6.18000,  27.33000
   4.26100,   6.17000,  27.38000
   4.26000,   6.17000,  27.40000
   4.25900,   6.16000,  27.48000
   4.25800,   6.16000,  27.37000
   4.25700,   6.16000,  27.49000
   4.25600,   6.15000,  27.45000
   4.25621,   6.15000,  27.48000
   4.25571,   6.14000,  27.51000
   4.25509,   6.14000,  27.46000
   4.25463,   6.14000,  27.43000
   4.25410,   6.14000,  27.47000
   4.25369,   6.14000,  27.43000
   4.25332,   6.13000,  27.41000
   4.25304,   6.13000,  27.41000
   4.25281,   6.13000,  27.41000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
   0.00000,   0.00000,   0.00000
